Puan	Yorum
1.0	İlber Ortaylı yine müthiş bir eser ortaya koymuş. Elbette tarihi dönemin koşullarına göre değerlendirmek gerekir. Zaman zaman özellikle günümüzde ortaya çıkan bazı maksatlı ve yersiz yorumlara da cevaplar vermektedir. Eserini fotoğraflarla zenginleştirmesini çok beğendim. Mutlaka okunmalı. “Büyük adamların pek azı böyledirler; ama daha azı vefatlarından sonra dahi özlenirler. Bizim özlediğimiz gibi...” İlber ORTAYLI
1.0	Kitap ertesi gün elime ulaştı. harika bir kitap .herkesin okumasını tavsiye ediyorum. Fiyat ta cok iyiydi.Teşekkürler Hepsiburada...
1.0	Geleceğimizi düşündükçe çocuklarım için endiselenmemek olanaksız.Peki neden dünyamızı bu kadar hoyrat kullanıyoruz 
1.0	Kitaplar güzel fena değil, ama bize biraz kolay geldi. İlk okumaya başladıkları zaman alınabilecek kitaplar, birinci sınıfın sonlarına doğru iseniz kolay gelecektir.
0.0	Aslında çokta beklediğim gibi değildi. Kitapta herhangi bi hikaye yok, olay yok, anlatım yok. Genel olarak kısa kısa öğüt tarzı yazılar var. Pek beğenmedim. Hatta kendime dedim ki o kadar övülen kitap bu mu?? Ayrıca kitap tam zamanında elime ulaştı kargosunda hiç sorun yaşamadım.Üstelik kitapla beraber aldığım diğer şeyler tamamen kabus gibi sorun yaşatmasına rağmen! &#128580;
1.0	Gayet güzel ve kaliteli bir ürün .üstelik hızlı gönderim yapıldı..teşekkürler..
1.0	4x4 lük kampanyada indirime giren pikapı aldım Harika bir seçimdi ilk dinleyeceğim plak da bu oldu. Her iki siparişim de eşzamanlı ve ertesi gün geldi. Bir de kahve yapıp ruhumu dinlendiriyorum, tavsiye ederim. Teşekkürler.
1.0	okumaya değer bir kitap. ayrıca kitap fiyatlarında çok uygun bir site.
1.0	Çocukluğumun, okumayı öğrendiğim ve sevdigim ilk kitapları... elimde bulunsun diye aldım, belki ilerde torunlarıma emanet ederim... :
1.0	harika bir kitap, her türk gencinin okuması ve örnek alması gereken çok öğretici bir yayın. Bence tanıdığınız ve değer verdiğiniz insanlara bu kitabı okumasını mutlaka önerin ve onlara hediye edin. Ben yiğenime hediye etmek için alıyorum. Bu kitabı hala okumadıysanız emin olun çok şey kaybetmişsiniz demektir, bence daha fazla geç kalmayın ve bir an önce bu kitaba sahip olun.
1.0	Kargo hızlı geldi ve saglamdı.
1.0	Güzel deneme
0.0	Ürün yedek kuyruk pervanesi var üst pervane yedegi yok kumanda içinde kablo kopmuş tamir ettim. Magaza güven vermedi
1.0	Ürün aynı görselde ki gibi çok güzel . Tek sorun aynı gün kargo denilmesine rağmen ertesi gün kargoya verilmesiydi. Bu nedenle 4 yıldız veriyorum.
1.0	Çocuklar için eğlenceli ve eğitici kitaplar
1.0	Kitabı 2 günde bitirdim. gerçekten çok güzel. herkesin okuması ve dersler alması gereken çok yararlı bir kitap.
1.0	beklentimin üstündeydi kitapta yer alan bilgileri düzenli olarak okuyup uygulamak lazım
1.0	Khaled Hosseini, okumanın tadını bırakamayacağım türden bir yazar...Ne meryemi unutabilirim, ne babasına duyduğu aşkın yerle bir olduğu anları...o kadar kaptırmıştım ki kendimi gözyaşlarımdan yaprakları göremez hale geldiğimde, öyle bir silişim vardı ki gözlerimi sırf oradaki tek bir cümleyi göremeden okuma kaygısından....bir annenin neler yapabileceğini...arkadaşlıkların , sevinçlerin , yokluğun , yoksulluğun, aşkın , sevginin, özlemin, merhametin...ve en önemlisi ülkemin bana verdiği özgürlüğü..ve o özgürlüğün başkahramanı M.Kemal.Atatürke sonsuz teşekkür ediyorum, Meryemin bir darağacında kaybetmekle bulduğu o özgürlüğü bizlere yaşattığı için...ICINIZDEN GUNESINIZ HIC EKSILMESIN...
1.0	kalabalık arkadaş grubu ile oynamak lazım.. Çok sevdiğim ve asla bıkmayacağım bir oyun.aylar önce HBdan aldım.. ve hala zevkle oynuyoruz..
1.0	Çok beğendik almanızı tavsiye ederim
1.0	ürüm güzel kargo biraz gecikti ama puanım yinede 5 yıldız
1.0	Beğendim iyi
1.0	Çok güzel, teşekkürler hepsiburada. 
1.0	TEREDDÜT ETMEN ALINMASI GEREKEN BİR KİTAP HERKESİN ÇOK MEMNUN OLACAĞINI ŞİMDİDEN GARANTİ EDERİM36-48 AY ARASI ÇOCUKLAR İÇİN İDEAL BİR KİTAP 
1.0	Mükemmel,
1.0	tanıtım sayfalarını okurken içim bi tuhaf oldu. profları,gazetecileri vs tv de dinlersin ama için de bi kıpırtı uyandırmaz...sonuç ta sen ne anlatırsan anlat ,anlattıkların karşındakinin anladığı kadardır.yani bence, anlatmak dinletmek teayrı bi sanat. bunu başaran bi vatandaş.
1.0	Hızlı kargo ve ürün için tşk
1.0	Akıcılığı, olayları yaşatması ve sürprizler ile çok keyif aldım. Yazarın diğer kitabı olan Bin Muhteşem Güneş i de mutlaka tavsiye ederim. Eminim sizlerde çok keyif alarak okuyacaksınız.
1.0	Başarılı bir set.
1.0	oğlum istediği için almıştım. çok beğendi çok güzel bir kitaptı.teşekkürler
1.0	Gayet güzel ve başarılı. Tebrikler
1.0	Okudugum kitapta yeni arastirma konulari bulmayi seviyorum.Ilk Azra Kohen kitabimdi, son olmayacagini belli etti.Akiciydi, samimiydi.Ben mutlu bitirenlerdenim.
1.0	hikayesi, yormayan anlatımı, karakterleri ağır ağır sindirerek tanitmasi, olaylari her bir karakterin gözünden mükemmel bir anlatımla ayrı ayrı vermesi, tatlı surprizleri, k&#226;h ağlatması k&#226;h güldürmesi.... herşeyiyle nefis bir kitaptı..
1.0	 Uygun fiyat ve hızlı gönderi.
1.0	Hızlı teslimat.Teşekkürler..
0.0	Çok saçma bir kitap. Hayatımda karşılaştığım en kötü kitap. Çeviride kötü uslüpte. Ben tavsiye etmiyorum. Almak isteyen alır bu saçmalığa kendi şait olur. Kargo gayet hızlıydı. 
1.0	Ahmet Ümit zaten severek okuduğum bir yazardır...Kitaplarını her zaman büyük bir keyifle ve heyecanla okurum..
1.0	İyi bir kitap cocuklarımızın eksiklerini tamamlayıcı
1.0	Cumartesi günü sipariş verdim.Pazartesi günü elimdeydi.
1.0	Cok begenerek okudugum bir kitap bugun geldi ve hemen uygulamaya basldim....
1.0	Antropolojik ve Sosyolojik bir başyapıt.
1.0	çok güzel oğlum çok eğleniyor resimlerle
1.0	Güzel 
1.0	Ürünü kısa sürede kargoladi İyi satıcı
1.0	Yunus Emrenin böyle bir hayatı olduğunu hiç bilmezdim Çok şaşırdım.Yunus Emre ve ailesi Moğolların köylerini yağmalamısından sonra başka diyarlara göç ediyor.Ama buralarda da Moğolların baskınları durmuyor.Eşi ve Bir oğlu bu baskınlarda ölüyor.Bir oğlu ise kayboluyor ve karşımıza hapislerdekitapda okuyacağınız nasılsaİşkenceci olarak büyümeye ve günden güne babasına karşı onu bulmadığı için düşmanlık besliyor.Yunus ise bir yandan oğlunu arıyor bir yandan da Allah yolunda emin adımlarla merdivenleri çıkıyor.Ve oğlununa kavuştuğu an gözlerini kaybediyor.Kitab çok akıcı.
1.0	O kadar sahici ki... bazen gülerek bazen de gözyaşlarıyla okuduğum kitap İçin teşekkürler 
1.0	Sorunsuz ve hızlı teslimat oldu. Teşekkür ederim.
1.0	Kaliteli kitaplar uygun fiyat
1.0	Ürün beklediğimden daha güzel , tuşları piyano dolgu tuşlu ,ses kalitesi çok iyi ,yanında adaptör ve mikrofonu da geldi.kızımın öğretmeni de çok beğendiayrıca firma yetkilisi arkadaş oldukça ilgili ve alakalı.
1.0	Ürünü sipariş ettiğim günden 1 gün sonra elime ulaştı ve beklediğimden çok daha güzel. Aldığım hizmetten çok memnun kaldım çok teşekkür ederim. Ürün kalitesi çok iyi ve fotoğraftakinden daha güzel. Herkese tavsiye ederim.. 
1.0	Ailecek büyük keyifle oynuyoruz.. Kağıt kalitesi de oldukça iyi ama ne kadar sık oynarsanız o kadar çabuk eskiyecek haliyle nede olsa kağıt O? hızlı gönderi için teşekkür ederim..
1.0	HAKAN GÜNDAY ÇAĞDAŞ TÜRK EDEBİYATININ EN PARLAK YAZARLARINDAN BİRİSİ BANA GÖRE. HERKESİN OKUMASI GEREKEN BİR YAZAR... YERALTI EDEBİYATI DİYEBİLECEĞİMİZ TARZDA ESERLERE SAHİP.
1.0	Beğendim alın güzel sorular var 
1.0	2 yas oğluma aldım resimler ve hikaye hoşuna gitti. tuvalet eğitimin e az da olsa faydalı olabileceğini düşünüyorum.
1.0	Renkleri çizimleri kağıt kalitesi çok güzel hikayeyide çok beğendik herkese tavsiye ederim 
1.0	Çok kısa sürede elime ulaştı. Teşekkürler
0.0	hiç beğenmedim.... yorumlara göre kitap almak gerçekçi olmuyor bazen...
0.0	Bazı bölümleri hariç okumaya değer bir içeriğe sahip değil. Zaman kaybı
1.0	Ürün oldukça başarılı, hoparlörler yeterli, göründüğünden büyük ve şık
1.0	Ürün iyi. Sipariş özenli ve hızlı. Teşekkürler
1.0	İlgileri için teşekkür ederim. Paketlemesi güzeldi.
1.0	5 yumak aldim gerçekten güzel tavsiye ederim..
1.0	ürünün kargolamansıyla ilgili şüphelerim vardı yorumlarda kırık geldi vs gibi şeyler okudum tereddüt ettim fakat gelen ürünün kargoda üzerinden tır geçse anca kırılacağı şekilde kargolamışlar. gayet güzel bir ürün rengi parlak siyah ve harika . kılıf ile gelmesi ayrıca şaşırttı onun için akademi müziğe de teşekkür ederim.
1.0	26 aylık oğlumuzun elinden bize okutmasi için düşürmediği bir kitap oldu.şiddetle tavsiye ediyorum,zamanla burdaki davranışlari benimsediğini görüyoruz,2.setide sipariş verdik hazırlayanların eline sağlık
1.0	Oyunun herşeyi iyi zaten. Bir tek uçak piyonu 1. seviyesi aşırı küçük ve görülmüyor. Onun dışında kusursuz ötesi bir oyun, öneririm... !
1.0	Tereddüt etmiştim internetten alıyorum diye ama elime ulaştığında bosunaymis onu anladım. Kargo da gerçekten hızlı. ????
1.0	Ben yeni aldım fiyatına göre çok iyi orjinaline fazla para vermeye gerek yok.
1.0	Tereddüt ederek hediye aldım. Kutu baya ezilmiş ve yıpranmış kargo da ama ürüne bi zarar gelmemiş. Lütfen sürat kargoyla çalışmayın. Onun dışında rengini filan çok beğendik. Kılıfı ve yedek teli de geldi tavsiye ederim
1.0	Gayet kaliteli ses kaydediyor, ortamdaki gürültüyü filtreleme konusunda başarılı,kablosu yeterince uzun ve kullanımı kolay. 
1.0	Güvenilir ve yardımsever satıcı. Orjinal ürün, güzel paketleme.
1.0	GüZel kaliteli kıtap , hepsi burada teşekkürler 
1.0	teşekkürler hızlı gönderim için ve kaliteli ürün için
1.0	Kısa sürede elime ulaştı.Ses kalitesi iyi yeni öğrenecekler kesinlikle almalı bence. 
1.0	hızlı teslimat kusursuz bir şekilde gelmiş kitaplarım teşekkürler
1.0	bir çırpıda okuyup bitirilebilecek bir kitap,emeği geçen herkese teşekkür ederim.ada tek tapu olmasına rağmen, başkana satılan o ev nasıl satıldı,bu sorunun cevabı olmalıydı kitapta
1.0	arkadaşlar gercekten çok güzel bir eser herkesin kitaplığında bulunması gereken bir çalışma iskender palaya teşekkürler. yunus emreyi çok daha iyi anlıyor ve tanıyorsunuz bizi bu eserle buluşturan hepsiburada.com a teşekkürler
1.0	çok güzel bir hikayesi var içinde bir çok farklı karakteri tanıyabilir biz begendim tavsiye ediyorum alınabilir.
0.0	Zaman kaybı
1.0	Evet beğendim ????????
1.0	genç bir kızın çocukluğundan başlayarak hayatını anlattığı eserde döneminde bir profilini çıkarıyor.
1.0	Bana gelen kilif resimdekiyle ayni degildi. Uzerinde yazi veya logo yoktu, acikcasi bu daha cok hosuma gitti. Siparisim kargonun belirttiği tahmini teslim suresinden bile önce geldi. Teşekkürler hepsiburada :
1.0	hizli teslimat, kaliteli kitap.bilim kitaplarini cok sevmeyenler icin bile guzel bir kitap, cevirisi ve konulari akici oldugundan 1-2 gunde bitiyor, belgesele kiyasla tabiki ki icerigi daha zengin.
1.0	Kaliteli ve orijinal baskı,Homo Deus ile beraber cuma günü akşam sipariş verdim,pazartesi öğlen Ankara'da teslim edildi,çok teşekkürler :
1.0	Çok iyi, gayet başarılı
1.0	Hizli teslimat icin tesekkurler :
1.0	Çok güzel olmuş ama tek eksiği alt tabloda karelerin olmaması bunun dışında güzel bir oyun.
1.0	Kesinlikle okunmali..
1.0	Gerçekler korkutucu...
1.0	soru tarzi guzel tavsiye ederim güvenli hızlı alışveriş
1.0	çok güzel bir ürün herkese tavsiye derim
1.0	çok hızlı bir şekilde elime geçti ürün gayet güzel herkese tavsiye ederim. 
1.0	Yaş etiketleri sayfada olmadığından farkında olmadan aldık, ancak resimler o kadar güzel ki.Yeğenim ile hayalgücümüzü kullanmamız kafi.O resimlerle de yetinebiliyor.Çok güzel bir kitap, biraz ağır geldi ama kendi yaş grubu için ideal olabilir...
1.0	bu ürünü hediye olarak aldım.içeriği güzel. kuzenim zevkle yapıyor.
1.0	Hediye ettiğim çocuklar çok sevmiş
1.0	cok guzel bir kitapti...surukleyici..okudukca okuyasim geldi..dönemine gore kalemi cok akiciymis..yalnizz kargo olayi beni delirtti..ptt kargoyla göndermeyin yani..cok gec geliyo..
1.0	Ürün çok güzel, almanızı tavsiye ederim. Hızlı kargo içinde teşekkür ederim.
1.0	Ürün çok güzel fakat küçük
0.0	bu sazı internetten almamın tek sebebi buradaki yorumlar dolayısı ile idi.ancak bağlama bugün elime ulaştı.hem hasarlı çıktı.hemde işçiliği hiç iyi değildi.elbette profesyonel bi ürün beklemiyordum ama en azından benim piyasada bulduğum uygun fiyatlı ürünlere göre biraz daha düzgün olabilirdi.
1.0	Çok güzel kitap herkesin alıp okuması gerekiyor.
1.0	Çok hızlı kargoiçin teşekkürler. Ürün gayet güzel, emsallerinden hem büyük hem de kaliteli. 
1.0	Bu eşya cok güzel almanızı öneririm
1.0	kargo bedava kampanyası için teşekkürler... sayenizde bir solukta okudum.
1.0	Ürün çok güzel 18 aylık kızım çok sevdi. Hem şekil hem renk hem nesneler. Birçok sey öğretebiliyorsın
1.0	mavic prodan sonra şahingibi geldi
1.0	Oyun gayet güzel. Bardaklar ve kartlar beklediğimden daha iyi. Zil çabuk bozulacak gibi duruyor. Onun dışında iyi. 
1.0	Bazı yorumlardan dolayı tereddütlerim vardı alırken ancak beklediğimden daha iyi bir ürün çıktı. Tahta beklediğimden daha büyük geldi gözüme açıkçası. İlk gözüme çarpan şey tahtanın üzerinde 2 küçük kabarcık pürüz gibi olduğuydu. Ancak özellikle bakmazken fark edilmiyor. Köşelerde de çok çok hafif bir deformasyon vardı ancak en azından 8-10 yıl sıkıntı çıkarmaz gibi. Taşların büyüklüğü gayet iyi. Yine satranç takımı alacak olsam veya birine ahşap takım önerecek olsam bu ürün olurdu. Ahşaplar içerisinde alınabilecek olan ve fiyatı en uygun olan takım bu.
1.0	fiyat performans ürünü çok fazla bi beklenti olmayan ürün. herhangi bir deforme olmadan kargodan hizli bir şekilde gelmiştir
1.0	Kitap güzel tavsiye ederim.
1.0	Hızlı kargo????
1.0	Alın başta bir denize girer gibi soğuk geliyo ama daha sonra çıkmak istemiyceksiniz.
1.0	Osmanlı dönemini sevenler için harika bir kitap tavsiye ederim
1.0	tek kelimeyle harika bir kitap.Bir an önce bitirmek için tüm işleri bir kenara bırakacaksınız.....Bunu bitirdikten sonra birde EMPATİYİ okuyun o da bunun kadar güzel..
1.0	Ürünün teslimatı ve paketlenmesi çok iyiydi. Çok teşekkür ederim.
1.0	sınırları olan çocuklar sorumlu çocuklar olur,yaşanan kargaşa ve problemler ciddi şekilde azalır.çocuklarınıza bağırmadan,sinirlenmeden sınır koymanın formülü için kesinlikle öneriyorum.fiyatı da çok iyi.kaçırmayın derim.
1.0	Gayet güzel bir ürün. Foto da büyük gözüküyor biraz küçük ama özelliklerı güzel 
1.0	herkesin okumasını tavsiye ederim 
1.0	Kitabı sevdim 1. dönemin bütün konuları var Din Kültürü'de var. Bütün dersler var tavsiye ederim.
1.0	Ben küçük ince bir kitap bekliyordum ama kalın ve güzel bir kitap geldi parasına fazlasıyla değer üstelik kendinden ayraç lı
1.0	Ay'da yaşam ile ilgili hayaller görmenize neden olur.
0.0	dönerken takiliyor
1.0	kitap soeunsuz bir şekilde elşme ulaştı, hediyeniz içinde teşekkürler
1.0	biraz fazla amerikan karakterlerini ve örneklerini içersede düşünce yapısı ve açıklamaları hiçbir yazarda bulunmayacak kadar ikna edici ve insanı geliştirici bir kitap
1.0	Ben kesinlikle okumanızı tavsiye ediyorum...
1.0	kitap tahmin ettiğimden çok iyi çıktı anlatımı çok başarılı özellikle türkçe açıklamalı olması mükemmel. ingilizce bilgisi zayıf olanlar için ideal bir kitap. internetten başka bir siteden öğrenmeye çalışıyorum hemde bu kitaptan destek alıyorum çok verimli. alıştırmaları doldurmak ilk başta zor oluyordu ama çalışıp uğraştıkca kolay olmaya başladı. azimli olmalısınız
1.0	Çok güzel cocuklarınıza okutmalısınız. 
1.0	Farklı sorular öğrencileri yaratıcı düşünmeye sevk edecek şekilde hazırlanmış. Her dersi içeriyor. Sayfa sayısı epey fazla.
1.0	Çalgılar ve yorum müthiş harmanlanmış.
1.0	Cidden çok güzel bir gitar ayrıca fiyatıda gayet uygun. Ses kalitesi falan gerçekten çok güzel,hocamda beğendi. Ayrıca çok güzel bir şekilde paketlenerek geldi bir çizik dahi yok. Güvenerek alabilirsiniz??
1.0	Çok memnun kaldım. Hızlı kargo ve özenli paketleme için teşekkür ederim.
1.0	Hızlı geldi ve ürün kaliteli. Oynaması da gayet zevkli. Hediye olarak almıştım ve çok beğenildi.
1.0	idare
1.0	Kullanışlı, kalitelidir. Uzunluğu az daha uzun olabilirmiş.
1.0	Çok hızlı elime ulaştı.
1.0	Çok zevkli ve faydalı
1.0	güzel ürün 3 bataryası olması iyi tatmin edici uygulama üzerinden kontrolü baya zor ama kumanda kontrolü stabil
1.0	Bildiğimiz tahta fakat boya kalitesini konuşursak tabiki kaliteli değil ve yer yer soyulmaları var ama piyasa fiyatının yarısına alırkenbunu bekliyordum zaten.Ürün/performans olarak bakarsak iş görür
1.0	Kesinlikle okumalısınız harika bir kitap 
1.0	Gayet güzel .tavsiye ederim arkadaşlar alın.
1.0	hızlı kargo, iyi kitap
1.0	herkesin kitaplığında olması gereken bir kitap. Kitap renklendirilmiş ve baskı kalitesi de oldukça iyi. Fiyatına göre çok kaliteli, tavsiye ederim.
